sampleid	samplingdate	ST
SRR17304157	2015-12-03	ST395-1LV
SRR17304160	2015-11-17	ST147
SRR17304168	2015-03-27	ST147
SRR17304182	2015-08-24	ST15
SRR17304183	2015-09-04	ST11
SRR17304185	2015-08-20	ST1198
SRR17304193	2015-09-01	ST394
SRR17304198	2015-11-05	ST11
SRR17304203	2015-08-05	ST11
SRR17304211	2015-02-13	ST29
SRR17304224	2016-02-23	ST11
SRR17304228	2016-03-13	ST392
SRR17304230	2015-12-11	ST101
SRR17304232	2015-01-09	ST16
SRR17304234	2015-07-13	ST15
SRR17304235	2015-08-07	ST11
SRR17304240	2016-06-11	ST485
SRR17304245	2015-08-05	ST147
SRR17304258	2015-08-17	ST11
SRR17304269	2015-04-23	ST14
SRR17304271	2015-07-20	ST11
SRR17304274	2015-07-21	ST14
SRR17304280	2015-07-22	ST11
SRR17304281	2015-07-27	ST20
SRR17304285	2016-06-05	ST834
SRR17304293	2015-06-11	ST258
SRR17304301	2016-02-05	ST231
SRR17304305	2015-02-12	ST14
SRR17304306	2015-05-29	ST1180
SRR17304311	2015-12-02	ST15
SRR17304329	2016-04-23	ST231
SRR17304339	2015-01-26	ST37
SRR17304340	2015-01-22	ST258
SRR17304344	2015-08-27	ST478
SRR17304350	2015-05-10	ST14
SRR17304355	2015-01-14	ST15
SRR17304365	2015-03-10	ST17
SRR17304367	2015-09-10	ST11
SRR17304379	2015-05-28	ST252
SRR17304388	2015-02-21	ST14
SRR17304395	2016-01-10	ST15
SRR17304396	2016-06-10	ST392
SRR17304400	2016-06-08	ST336
SRR17304401	2016-06-22	ST2502
SRR17304402	2015-01-08	ST54
SRR17304403	2015-04-13	ST15
SRR17304405	2015-11-30	ST101
SRR17304421	2015-12-31	ST11
SRR17304423	2016-06-17	ST147
SRR17304429	2015-01-26	ST359
SRR17304431	2016-04-29	ST1727
SRR17304438	2015-05-07	ST1695
SRR17304439	2015-02-18	ST14
SRR17304440	2015-11-01	ST321
SRR17304447	2015-11-25	ST15
SRR17304452	2015-07-20	ST395
SRR17304466	2015-11-07	ST1838
SRR17304472	2015-03-17	ST14
SRR17304478	2015-02-05	ST147
SRR17304479	2015-07-28	ST1828
SRR17304489	2016-01-18	ST147
SRR17304502	2015-08-20	ST1306
SRR17304514	2016-02-23	ST11
SRR17304517	2015-07-26	ST15
SRR17304522	2015-07-24	ST11
SRR17304529	2015-01-13	ST14
SRR17304530	2015-12-11	ST14
SRR17304536	2015-08-19	ST12
SRR17304539	2016-05-27	ST147
SRR17304544	2015-08-16	ST14
SRR17308442	2016-01-27	ST14
SRR17308478	2015-12-29	ST512
SRR17308482	2016-06-01	ST14
SRR17308491	2015-11-27	ST14
SRR17308493	2015-09-23	ST14
SRR17308498	2015-07-12	ST14
SRR17308506	2015-08-25	ST147
SRR17308513	2015-03-16	ST392
SRR17308518	2015-02-12	ST307
SRR17308520	2015-07-09	ST422
SRR17308528	2016-05-28	ST11
SRR17308529	2015-04-07	ST307
SRR17308530	2015-09-09	ST2202
SRR17308532	2016-04-22	ST104
SRR17308538	2016-04-26	ST321
SRR17308540	2015-04-25	ST1967
SRR17308542	2016-04-21	ST336
SRR17308544	2016-06-19	ST11
SRR17308569	2015-04-09	ST14
SRR17308570	2015-08-22	ST12
SRR17308583	2016-06-20	ST278
SRR17308587	2015-04-20	ST515-1LV
SRR17308592	2016-01-03	ST25
SRR17308603	2015-02-17	ST34
SRR17308628	2015-08-06	ST405
SRR17308631	2015-11-25	ST1828
SRR17308633	2015-07-29	ST11
SRR17308639	2016-03-19	ST11
SRR17308644	2015-10-04	ST11
SRR17308646	2015-06-01	ST34-1LV
SRR17308648	2015-08-22	ST336
SRR17308649	2016-06-21	ST101
SRR17308651	2015-04-17	ST12
SRR17308655	2015-08-13	ST941
SRR17308656	2016-05-30	ST441
SRR17308660	2015-07-06	ST14
SRR17308662	2015-03-09	ST111
SRR17308670	2015-04-16	ST14
SRR17308672	2015-11-10	ST11
SRR17308673	2015-01-30	ST101
SRR17308675	2016-06-06	ST147
SRR17308678	2015-06-11	ST14
SRR17308680	2015-11-20	ST147
SRR17308683	2015-12-27	ST218
SRR17308693	2015-11-15	ST76
SRR17308701	2015-01-12	ST1839
SRR17308702	2015-09-13	ST405
SRR17308710	2015-06-24	ST101
SRR17308714	2015-08-11	ST22
SRR17308718	2015-09-01	ST14
SRR17308721	2015-06-29	ST11
SRR17308723	2016-04-07	ST11
SRR17308727	2015-12-28	ST14
SRR17308741	2016-06-21	ST395
SRR17308742	2016-02-20	ST17
SRR17308743	2016-01-25	ST45
SRR17308747	2015-10-10	ST15
SRR17308748	2016-01-21	ST147
SRR17308768	2015-10-01	ST2202
SRR17308803	2015-12-07	ST37
SRR17308822	2015-07-02	ST231
SRR17308826	2015-11-25	ST15
SRR17308829	2015-09-16	ST14
SRR17308835	2015-10-01	ST240-1LV
SRR17308839	2015-03-18	ST15
SRR17308845	2015-08-16	ST11
SRR17308848	2015-08-05	ST17
SRR17308855	2015-08-23	ST147
SRR17308874	2016-06-10	ST716
SRR17308876	2015-08-15	ST11
SRR17308892	2015-07-10	ST29
SRR17308900	2015-08-10	ST14
SRR17308904	2016-05-31	ST147
SRR17308928	2015-12-15	ST14
SRR17308946	2015-11-12	ST101
SRR17308949	2015-04-08	ST14
SRR17308962	2015-10-29	ST323
SRR17308963	2015-09-25	ST147
SRR17308964	2016-04-04	ST11
SRR17308972	2015-08-01	ST18-2LV
SRR17308974	2015-08-08	ST11
SRR17308980	2015-12-16	ST252
SRR17308987	2016-05-26	ST147
SRR17308990	2016-02-19	ST14
SRR17308992	2016-03-04	ST231
SRR17309008	2015-08-06	ST11
SRR17309009	2016-06-20	ST76
SRR17309010	2016-06-24	ST78
SRR17309011	2015-02-23	ST34
SRR17309014	2015-02-03	ST11
SRR17309020	2015-12-08	ST14
SRR17309028	2016-03-07	ST147
SRR17309029	2015-01-15	ST14-1LV
SRR17309033	2015-11-09	ST15
SRR17309037	2015-11-30	ST15
SRR17381100	2019-05-06	ST11
SRR17383787	2021-12-14	ST1401
SRR17383788	2021-11-21	ST307
SRR17383789	2021-08-11	ST15
SRR17383790	2021-12-07	ST133
SRR17383813	2021-12-08	ST147
SRR17576995	2021-11-20	ST147
SRR17577002	2021-12-01	ST405
SRR17577004	2021-11-19	ST1322
SRR17593973	2020-02-15	ST35
SRR17593974	2020-02-08	ST36
SRR17593975	2020-01-28	ST54
SRR17593978	2020-01-22	ST189
SRR17593980	2020-01-22	ST16
SRR17593983	2019-12-16	ST70
SRR17593986	2019-10-17	ST1428
SRR17593988	2019-09-18	ST967
SRR17593989	2019-09-18	ST967
SRR17593990	2018-07-20	ST45
SRR17593991	2019-07-30	ST967
SRR17593992	2019-07-06	ST2054-1LV
SRR17593993	2019-07-06	ST268
SRR17593998	2019-04-17	ST692
SRR17593999	2019-04-05	ST1109
SRR17594000	2019-03-28	ST348
SRR17594001	2018-06-23	ST45
SRR17594004	2019-02-12	ST35-1LV
SRR17594005	2019-02-05	ST4845-1LV
SRR17594006	2018-12-21	ST590
SRR17594007	2021-04-21	ST45-1LV
SRR17594012	2021-01-17	ST557
SRR17594013	2021-01-14	ST5100
SRR17594016	2020-12-15	ST111
SRR17594017	2020-11-13	ST307
SRR17594018	2020-08-25	ST557
SRR17594021	2020-06-26	ST607
SRR17594022	2020-06-13	ST1076
SRR17594023	2020-05-25	ST753
SRR17594025	2020-03-23	ST48
SRR17594026	2018-12-06	ST785
SRR17594027	2020-03-16	ST14
SRR17594028	2020-03-04	ST323
SRR17608086	2021-10-26	ST659-2LV
SRR17611316	2021-12-27	ST111
SRR17611317	2021-12-27	ST111
SRR17611321	2021-12-14	ST111
SRR17611340	2021-12-20	ST147
SRR17640809	2019-11-17	ST15-1LV
SRR17640812	2019-08-06	ST86
SRR17709926	2021-08-12	ST17
SRR17709927	2021-08-18	ST4459
SRR17709928	2021-08-17	ST241-3LV
SRR17709929	2021-08-17	ST3172
SRR17709930	2021-08-16	ST1079
SRR17709931	2021-08-16	ST11
SRR17709932	2021-08-15	ST307
SRR17709933	2021-08-19	ST1103
SRR17709934	2021-08-16	ST490
SRR17709935	2021-08-15	ST278
SRR17709937	2021-08-17	ST45
SRR17709938	2021-08-16	ST17
SRR17709939	2021-08-10	ST11
SRR17709941	2021-08-09	ST15
SRR17709942	2021-08-12	ST34-3LV
SRR17709943	2021-08-10	ST133
SRR17709944	2021-08-12	ST23
SRR17709945	2021-08-12	ST950
SRR17709948	2021-08-12	ST375
SRR17709949	2021-08-12	ST11
SRR17709951	2021-08-10	ST23
SRR17709952	2021-08-09	ST231
SRR17709954	2021-08-09	ST11
SRR17709956	2021-08-10	ST15
SRR17709957	2021-08-09	ST11
SRR17762349	2021-12-13	ST147
SRR17762362	2021-12-02	ST258
SRR17762364	2021-12-17	ST405
SRR17762366	2021-12-14	ST405
SRR17762367	2021-12-23	ST405
SRR17779301	2021-10-05	ST147
SRR17779304	2021-09-03	ST846
SRR17779309	2021-10-25	ST2096
SRR17798052	2020-01-11	ST859
SRR17798053	2020-01-15	ST859
SRR17798054	2019-12-30	ST859
SRR17798055	2019-12-23	ST859
SRR17798056	2019-12-20	ST859
SRR17798057	2019-12-05	ST859
SRR17798058	2019-11-21	ST859
SRR17798059	2019-11-02	ST859
SRR17798060	2020-03-02	ST859
SRR17798061	2020-01-28	ST859
SRR17798063	2019-10-24	ST859
SRR17799537	2021-09-28	ST86
SRR17799538	2021-09-26	ST1565
SRR17818566	2021-10-08	ST395
SRR17818575	2021-11-02	ST258
SRR17830808	2019-03-24	ST11
SRR17830809	2019-05-21	ST11
SRR17830810	2019-03-24	ST15
SRR17830853	2019-06-04	ST107
SRR17830885	2019-07-19	ST15
SRR17830888	2019-07-23	ST5
SRR17830903	2018-12-14	ST101
SRR17830904	2018-12-04	ST15-1LV
SRR17830905	2018-11-30	ST11
SRR17830907	2018-10-24	ST11
SRR17830909	2018-08-02	ST15
SRR17830910	2018-07-26	ST11
SRR17830911	2018-07-13	ST11
SRR17830912	2019-07-03	ST11
SRR17830913	2019-09-15	ST11
SRR17830914	2019-09-25	ST11
SRR17830915	2019-09-14	ST11
SRR17830916	2019-09-15	ST11
SRR17830917	2019-11-07	ST11
SRR17830918	2019-11-15	ST11
SRR17830920	2019-11-23	ST11
SRR17830921	2019-10-11	ST11
SRR17830922	2019-09-26	ST11
SRR17830923	2018-06-26	ST11
SRR17830924	2019-08-02	ST11
SRR17830925	2019-07-27	ST11
SRR17830926	2019-06-21	ST11
SRR17830927	2019-07-26	ST11
SRR17830928	2019-07-08	ST11
SRR17830929	2019-05-25	ST11
SRR17832028	2019-03-06	ST307
SRR17832029	2021-04-03	ST307
SRR17832030	2021-03-23	ST307
SRR17832031	2021-02-13	ST307
SRR17832032	2019-02-18	ST307
SRR17858119	2021-11-23	ST785
SRR17858120	2021-11-17	ST2850
SRR17858121	2021-09-27	ST307
SRR17930986	2019-04-23	ST39
SRR17930987	2019-04-19	ST39
SRR17930988	2019-04-17	ST39
SRR17930989	2019-03-22	ST14
SRR17930990	2019-04-16	ST39
SRR17930991	2019-04-16	ST39
SRR17930992	2019-04-08	ST39
SRR17930993	2019-03-27	ST39
SRR17930994	2019-04-26	ST39
SRR17930995	2019-04-26	ST39
SRR17930996	2019-04-17	ST39
SRR17930997	2019-04-17	ST39
SRR17931000	2019-03-22	ST14
SRR17931001	2019-04-09	ST39
SRR17931002	2019-04-08	ST39
SRR17931003	2019-04-05	ST39
SRR17931004	2019-03-28	ST39
SRR17931005	2019-03-21	ST39
SRR17931006	2019-03-20	ST39
SRR17931007	2019-02-26	ST39
SRR17931008	2019-02-25	ST39
SRR17931009	2019-02-19	ST39
SRR17931010	2019-01-31	ST39
SRR17931011	2019-03-18	ST14
SRR17931012	2019-01-24	ST39
SRR17931013	2019-02-28	ST38
SRR17931014	2019-03-13	ST37
SRR17931015	2019-02-07	ST37
SRR17931016	2019-02-04	ST37
SRR17931017	2019-04-11	ST36
SRR17931018	2019-04-15	ST35
SRR17931019	2019-04-05	ST35
SRR17931020	2019-02-26	ST35
SRR17931021	2019-02-19	ST35
SRR17931022	2019-02-08	ST13
SRR17931023	2019-02-12	ST35
SRR17931024	2019-02-05	ST35
SRR17931025	2019-03-20	ST29
SRR17931026	2019-03-12	ST29
SRR17931027	2019-03-22	ST17
SRR17931028	2019-04-17	ST17
SRR17931029	2019-04-16	ST17
SRR17931030	2019-04-15	ST17
SRR17931031	2019-04-10	ST17
SRR17931032	2019-04-05	ST17
SRR17931034	2019-04-02	ST307
SRR17931035	2019-03-20	ST307
SRR17931036	2019-03-14	ST307
SRR17931037	2019-03-15	ST292
SRR17931038	2019-03-21	ST268
SRR17931039	2019-03-21	ST268
SRR17931044	2019-01-21	ST17
SRR17931045	2019-02-01	ST147
SRR17931049	2019-02-18	ST54
SRR17931050	2019-04-05	ST17
SRR17931051	2019-04-02	ST17
SRR17931052	2019-03-25	ST17
SRR17931053	2019-03-25	ST17
SRR17931057	2019-04-05	ST186-1LV
SRR17931060	2019-03-20	ST26-1LV
SRR17931064	2019-02-25	ST17
SRR17931065	2019-01-16	ST11-1LV
SRR17931066	2019-01-14	ST11-1LV
SRR17931067	2019-04-17	ST3164-1LV
SRR17931068	2019-03-12	ST3164-1LV
SRR17931069	2019-02-04	ST3164-1LV
SRR17931073	2019-03-06	ST1801
SRR17931074	2019-04-09	ST54
SRR17931075	2019-02-25	ST54
SRR17931076	2019-02-18	ST54
SRR17931077	2019-02-15	ST54
SRR17931078	2019-01-18	ST54
SRR17931079	2019-02-18	ST17
SRR17931080	2019-03-08	ST48
SRR17931081	2019-03-07	ST48
SRR17931082	2019-03-07	ST48
SRR17931083	2019-02-20	ST48
SRR17931084	2019-01-25	ST48
SRR17931085	2019-04-02	ST45
SRR17931086	2019-03-26	ST45
SRR17931087	2019-03-07	ST45
SRR17931088	2019-03-07	ST45
SRR17931089	2019-03-04	ST45
SRR17931090	2019-01-23	ST17
SRR17931091	2019-01-23	ST45
SRR17931092	2019-02-25	ST42
SRR17931093	2019-02-20	ST42
SRR17931094	2019-04-26	ST39
SRR17931095	2019-04-02	ST39
SRR17931096	2019-04-26	ST39
SRR17931097	2019-04-26	ST39
SRR17931098	2019-02-05	ST1801
SRR17931099	2019-03-07	ST17
SRR17931100	2019-02-04	ST1801
SRR17931101	2019-02-07	ST1540
SRR17931102	2019-02-07	ST1427
SRR17931103	2019-01-30	ST1427
SRR17931104	2019-04-05	ST995
SRR17931105	2019-04-02	ST995
SRR17931106	2019-04-09	ST836
SRR17931107	2019-03-01	ST716
SRR17931108	2019-02-25	ST711
SRR17931109	2019-02-15	ST711
SRR17931110	2019-02-11	ST17
SRR17931111	2019-02-08	ST711
SRR17931118	2019-03-08	ST540
SRR17931119	2019-03-12	ST490
SRR17931120	2019-02-20	ST413
SRR17931121	2019-02-11	ST17
SRR17931122	2019-04-02	ST348
SRR17931123	2019-04-02	ST348
SRR17931124	2019-03-04	ST348
SRR17931125	2019-03-01	ST348
SRR17931126	2019-04-08	ST348
SRR17931127	2019-03-07	ST348
SRR17931128	2019-03-04	ST348
SRR17931129	2019-02-26	ST348
SRR17931130	2019-02-12	ST348
SRR17931131	2019-02-11	ST348
SRR17931132	2019-02-06	ST17
SRR17931133	2019-02-06	ST348
SRR17931134	2019-02-05	ST348
SRR17931135	2019-02-05	ST348
SRR17931136	2019-04-08	ST348
SRR17931138	2019-03-13	ST336
SRR17931139	2019-02-05	ST327
SRR17931140	2019-03-11	ST323
SRR17931141	2019-03-04	ST323
SRR17931142	2019-03-01	ST323
SRR17931143	2019-01-31	ST17
SRR17943992	2021-06-28	ST15
SRR17943993	2021-07-07	ST15
SRR17943994	2021-12-24	ST15
SRR17943995	2021-12-24	ST15
SRR17944016	2022-01-11	ST147
SRR17944017	2022-01-11	ST111
SRR17944018	2022-01-11	ST147
SRR17944024	2021-12-21	ST147-1LV
SRR17944035	2021-12-21	ST147-1LV
SRR17970821	2020-07-17	ST231
SRR17970822	2020-06-16	ST231
SRR18062995	2022-02-02	ST111
SRR18062998	2021-12-14	ST14
SRR18062999	2022-01-25	ST37
SRR18063002	2021-12-28	ST258
SRR18175533	2019-08-08	ST2670
SRR18175535	2019-08-23	ST34
SRR18175536	2019-12-03	ST35
SRR18175538	2020-08-12	ST458
SRR18175539	2020-02-03	ST5620
SRR18175542	2019-07-16	ST37
SRR18175549	2020-07-11	ST307
SRR18175550	2020-05-23	ST15
SRR18175551	2020-02-07	ST716
SRR18175552	2020-11-04	ST278
SRR18175553	2019-01-11	ST661
SRR18175554	2020-01-09	ST63-1LV
SRR18175560	2020-03-10	ST1189
SRR18175561	2020-01-07	ST60
SRR18175562	2020-07-02	ST145
SRR18175570	2019-10-03	ST393
SRR18175574	2019-12-11	ST35
SRR18175575	2019-08-26	ST34
SRR18175576	2019-08-20	ST474
SRR18175577	2019-08-05	ST22
SRR18175578	2019-07-09	ST1516-1LV
SRR18175579	2019-03-26	ST2055
SRR18175580	2019-03-07	ST60
SRR18175581	2019-10-03	ST307
SRR18175582	2019-02-14	ST2167
SRR18175584	2019-10-07	ST16
SRR18175585	2019-10-04	ST1419
SRR18175586	2019-09-06	ST882
SRR18175593	2020-09-05	ST2971-1LV
SRR18175594	2020-08-14	ST307
SRR18175595	2020-08-05	ST200
SRR18175596	2020-07-13	ST133
SRR18175597	2020-05-18	ST3682-1LV
SRR18175598	2020-05-14	ST307
SRR18175599	2020-04-29	ST175
SRR18175603	2020-01-02	ST60
SRR18175604	2020-07-10	ST661
SRR18175605	2020-07-29	ST202
SRR18175606	2020-07-20	ST295
SRR18175608	2020-11-11	ST25
SRR18175610	2020-07-20	ST2159
SRR18175614	2020-06-05	ST15
SRR18175615	2019-09-06	ST14
SRR18175616	2019-03-11	ST45
SRR18175617	2019-03-04	ST35
SRR18175619	2019-01-15	ST307
SRR18175620	2019-08-02	ST16
SRR18175628	2019-09-21	0
SRR18175629	2019-08-06	ST307
SRR18175630	2019-08-06	ST307
SRR18175631	2019-07-01	ST198
SRR18175633	2019-07-22	ST307
SRR18175638	2019-02-15	ST16
SRR18175639	2019-01-09	ST1427
SRR18175641	2019-07-23	ST147
SRR18175644	2020-02-05	ST60
SRR18175649	2020-02-06	ST14
SRR18175650	2020-12-09	ST1074
SRR18175651	2020-11-09	ST163
SRR18175653	2020-10-05	ST37
SRR18175655	2020-05-06	ST294
SRR18175657	2020-11-06	ST194
SRR18175658	2020-10-06	ST76
SRR18175660	2020-09-08	ST16
SRR18175661	2020-08-03	ST537-2LV
SRR18175662	2020-08-03	ST20
SRR18175665	2020-03-03	ST1537
SRR18175666	2020-01-07	ST3018-1LV
SRR18175669	2020-06-22	ST37
SRR18175671	2019-12-16	ST49
SRR18175676	2019-12-02	ST76
SRR18175677	2019-09-04	ST4007
SRR18175679	2019-07-15	ST659
SRR18175681	2019-10-08	ST198
SRR18175682	2019-09-05	ST16
SRR18175683	2019-09-05	ST45
SRR18175684	2019-11-06	ST36
SRR18175687	2019-07-03	ST442-1LV
SRR18175688	2019-07-03	ST556
SRR18175690	2019-01-04	ST16
SRR18175691	2019-07-10	ST11
SRR18175692	2019-08-02	ST109
SRR18175694	2019-09-05	ST307
SRR18175696	2019-03-15	ST5583
SRR18175699	2020-07-27	ST200
SRR18175703	2020-09-17	ST1607
SRR18175704	2020-12-18	ST76
SRR18175707	2020-02-06	ST587
SRR18175712	2020-09-01	ST200
SRR18175714	2020-06-05	ST133
SRR18175715	2020-03-03	ST132-1LV
SRR18175716	2020-01-07	ST1537
SRR18175721	2020-12-02	ST252
SRR18175722	2020-07-16	ST2158-1LV
SRR18175725	2019-10-02	ST60
SRR18175726	2019-09-04	ST33-2LV
SRR18178373	2015-07-12	ST17
SRR18178386	2015-07-08	ST2648
SRR18214934	2022-02-15	ST147
SRR18214935	2022-02-07	ST158
SRR18292489	2022-02-09	ST307
SRR18292490	2022-01-21	ST15
SRR18306066	2021-12-17	ST405
SRR18344246	2021-01-01	ST258
SRR18344248	2021-01-01	ST512
SRR18344249	2021-01-01	ST584
SRR18344250	2021-01-01	ST512
SRR18344251	2021-01-01	ST307
SRR18344252	2021-01-01	ST15
SRR18344256	2021-01-01	ST307
SRR18346075	2022-03-02	ST147
SRR18346076	2022-03-02	ST36
SRR18346077	2022-03-02	ST147
SRR18346078	2022-03-02	ST111
SRR18346079	2022-03-02	ST147
SRR18346080	2022-03-02	ST13
SRR18346085	2022-03-02	ST147
SRR18346086	2022-03-02	ST13
SRR18346087	2022-03-02	ST147
SRR18346088	2022-03-02	ST147
SRR18346089	2022-03-01	ST147
SRR18346090	2022-03-01	ST111
SRR18465526	2022-03-04	ST2459
SRR18486003	2018-05-04	ST258
SRR18486004	2018-05-04	ST258
SRR18486005	2017-05-10	ST611
SRR18486006	2018-06-12	ST550
SRR18486007	2018-05-14	ST3586
SRR18486008	2018-05-16	ST36
SRR18486009	2017-05-05	ST628
SRR18486010	2018-05-16	ST36
SRR18486011	2017-12-02	ST1213
SRR18486012	2017-11-18	ST29
SRR18486013	2017-12-12	ST485
SRR18486014	2017-11-29	ST485
SRR18486015	2017-12-28	ST791
SRR18486017	2017-12-01	ST4657
SRR18486018	2017-11-29	ST4657
SRR18486019	2017-06-24	ST25
SRR18486023	2017-05-31	ST35
SRR18486024	2017-10-14	ST3067
SRR18486025	2017-10-02	ST253
SRR18486028	2017-12-13	ST37
SRR18486029	2017-11-28	ST45
SRR18486030	2018-02-03	ST307
SRR18486032	2017-12-27	ST307
SRR18486033	2018-01-22	ST188-1LV
SRR18486034	2018-01-26	ST14
SRR18486035	2018-01-26	ST14
SRR18486036	2018-06-10	ST922
SRR18486037	2018-06-04	ST1876
SRR18486038	2018-05-21	ST678
SRR18486039	2018-05-15	ST678
SRR18486043	2018-05-05	ST22
SRR18486044	2018-04-27	ST22
SRR18486045	2018-04-11	ST45
SRR18486047	2018-04-21	ST218-2LV
SRR18486048	2018-04-21	ST218-2LV
SRR18486050	2018-03-15	ST253
SRR18486051	2018-04-14	ST45
SRR18486052	2018-04-11	ST45
SRR18486054	2017-08-11	ST1189
SRR18486056	2017-08-30	ST941
SRR18486057	2017-08-25	ST941
SRR18486058	2018-01-23	ST1401
SRR18486059	2018-01-05	ST37
SRR18486060	2018-02-01	ST17
SRR18486061	2018-01-16	ST17
SRR18486063	2018-04-17	ST35
SRR18486064	2018-01-05	ST323
SRR18486065	2018-01-01	ST323
SRR18568255	2022-03-08	ST258
SRR18568256	2022-03-15	ST147
SRR18568265	2022-03-02	ST147
SRR18568266	2022-03-15	ST147
SRR18568267	2022-03-15	ST147
SRR18568273	2022-02-15	ST37
SRR18568278	2022-02-22	ST147-1LV
SRR18568279	2022-03-02	ST147
SRR18568287	2022-02-10	ST258
SRR18687467	2022-03-04	ST3327
SRR18691236	2022-03-09	ST147-1LV
SRR18733647	2017-05-01	ST2791
SRR18747000	2022-02-19	ST258
SRR18747001	2022-03-15	ST14
SRR18765350	2022-03-30	ST13
SRR18774227	2020-06-02	ST1782
SRR18774228	2019-12-02	ST2943
SRR18774229	2018-07-08	ST474
SRR18774231	2017-08-14	ST3064
SRR18794549	2015-01-15	ST258
SRR18827901	2017-12-01	ST15
SRR18827902	2017-12-01	ST15
SRR18827903	2017-12-01	ST11
SRR18827904	2017-12-01	ST11
SRR18827905	2017-12-01	ST11
SRR18827906	2017-12-01	ST11
SRR18827907	2017-12-01	ST11
SRR18827908	2017-12-01	ST11
SRR18827909	2017-12-01	ST11
SRR18827910	2017-12-01	ST11
SRR18827911	2017-12-01	ST11
SRR18828152	2016-04-28	ST383
SRR18832578	2020-12-21	ST2014-1LV
SRR18832581	2020-09-09	ST307
SRR18832584	2019-09-08	ST661
SRR18832586	2019-08-17	ST1537
SRR18847749	2017-04-15	ST147
SRR18847751	2017-04-15	ST16
SRR18847847	2017-04-15	ST16
SRR18847848	2017-04-15	ST16
SRR18847855	2017-04-15	ST1658
SRR18849461	2017-04-15	ST16
SRR18849462	2017-04-15	ST16
SRR18849494	2017-04-15	ST16
SRR18849495	2017-04-15	ST16
SRR18849497	2017-04-15	ST16
SRR18849500	2017-04-15	ST4276
SRR18850301	2017-04-15	ST16
SRR18850307	2017-04-15	ST215
SRR18856268	2017-04-15	ST16
SRR18856270	2017-04-15	ST16
SRR18863658	2017-04-15	ST16
SRR18863665	2017-04-15	ST15
SRR18863666	2017-04-15	ST16
SRR18887175	2016-06-15	ST14
SRR18887176	2016-06-15	ST14
SRR18887177	2016-06-14	ST14
SRR18887178	2016-06-14	ST14
SRR18887179	2016-02-08	ST14
SRR18887180	2015-08-08	ST14
SRR18887181	2015-04-15	ST14
SRR18887188	2017-11-12	ST14
SRR18887189	2017-09-15	ST14
SRR18887190	2017-06-12	ST14
SRR18887191	2016-06-16	ST14
SRR18889388	2022-03-30	ST13
SRR18915624	2021-09-30	ST147
SRR18915625	2021-12-27	ST147
SRR18915629	2021-12-17	ST13
SRR18915632	2021-12-08	ST147
SRR18915634	2021-11-29	ST111
SRR18915638	2021-09-10	ST147
SRR18915639	2021-11-23	ST147
SRR18915641	2021-11-18	ST147
SRR18915642	2021-11-17	ST13
SRR18915644	2021-11-06	ST13
SRR18915645	2021-11-13	ST147
SRR18915646	2021-11-11	ST147
SRR18915647	2021-11-12	ST111
SRR18915648	2021-11-11	ST13
SRR18915649	2021-07-16	ST147
SRR18918227	2017-04-15	ST16
SRR18919291	2017-04-15	ST16
SRR18919308	2017-04-15	ST16
SRR18919309	2017-04-15	ST16
SRR18919311	2017-04-15	ST16
SRR18919312	2017-04-15	ST16
SRR18919313	2017-04-15	ST15
SRR18919317	2017-04-15	ST16
SRR18919474	2017-04-15	ST307
SRR18919478	2017-04-15	ST742
SRR18919479	2017-04-15	ST16
SRR18919480	2017-04-15	ST16
SRR18919482	2017-04-15	ST16
SRR18923622	2022-03-30	ST307
SRR18966744	2019-10-14	ST33-2LV
SRR18982265	2018-07-17	ST29
SRR18982266	2018-07-17	ST661
SRR18982267	2017-12-18	ST1574
SRR18982268	2018-07-01	ST499
SRR18982269	2018-06-30	ST5142
SRR18982270	2018-06-29	ST17
SRR18982273	2018-06-26	ST253
SRR18982276	2018-06-25	ST784
SRR18982277	2018-06-20	ST661
SRR18982279	2018-06-21	ST37
SRR18982280	2018-06-19	ST45
SRR18982282	2018-06-15	ST20
SRR18982283	2018-06-14	ST33
SRR18982284	2018-06-10	ST37
SRR18982285	2018-06-08	ST200
SRR18982286	2018-06-07	ST34
SRR18982287	2018-06-06	ST253
SRR18982288	2018-06-05	ST111
SRR18982290	2018-06-02	ST1799
SRR18982293	2018-05-29	ST2118
SRR18982294	2017-07-03	ST34
SRR18982295	2018-05-29	ST2086
SRR18982296	2018-05-27	ST193-1LV
SRR18982297	2018-05-29	ST2118
SRR18982298	2018-05-29	ST2086
SRR18982299	2018-05-21	ST188
SRR18982301	2018-05-17	ST1310
SRR18982302	2018-05-14	ST20
SRR18982303	2018-05-15	ST193-1LV
SRR18982304	2018-05-13	ST20
SRR18982306	2017-06-30	ST1876
SRR18982307	2018-05-05	ST2648-1LV
SRR18982310	2018-04-29	ST4073
SRR18982311	2017-12-15	ST1574
SRR18982312	2018-04-30	ST188
SRR18982313	2018-04-25	ST3048
SRR18982314	2018-04-24	ST692
SRR18982315	2018-04-21	ST188
SRR18982316	2018-04-19	ST1106
SRR18982317	2018-04-19	ST628
SRR18982318	2017-07-01	ST2121
SRR18982319	2018-04-18	ST3048
SRR18982320	2018-04-17	ST200
SRR18982321	2018-04-18	ST3048
SRR18982322	2017-12-11	ST29-1LV
SRR18982324	2018-04-16	ST2648
SRR18982325	2018-04-10	ST253
SRR18982326	2018-04-06	ST188
SRR18982329	2018-04-06	ST1380
