sampleid	samplingdate	ST
F1S1R1D2B1P3D11	2021-05-13	-
F1S1R1D2B1P3A08	2021-05-13	53
F1S1R1D2B1P2G11	2021-05-13	33
SH010621x2x03	2021-05-13	33
F1S1R1D2B1P3F12	2021-05-13	52
F1S1R1D2B1P3G12	2021-05-13	24
F1S1R1D2B1P4G03	2021-05-14	22
F1S1R1D2B1P3C05	2021-05-14	649
F1S1R1D2B1P3H10	2021-05-14	-
F1S1R1D2B1P2C12	2021-05-14	43
F1S1R1D2B1P3H06	2021-05-14	4
F1S1R1D2B1P3D07	2021-05-14	-
SH010621x2x11	2021-05-14	43
F1S1R1D2B1P3B09	2021-05-14	-
F1S1R1D2B1P4F04	2021-05-14	43
F1S1R1D2B1P2A12	2021-05-14	506
F1S1R1D2B1P3A12	2021-05-14	649
F1S1R1D2B1P3A11	2021-05-14	708
F1S1R1D2B1P4E06	2021-05-14	3
F1S1R1D2B1P3H11	2021-05-14	649
SH010621x2x13	2021-05-14	-
SH010621x2x27	2021-05-14	3
F1S1R1D2B1P5C07	2021-05-14	506
F1S1R1D2B1P2B12	2021-05-14	43
F1S1R1D2B1P3F09	2021-05-14	506
F1S1R1D2B1P3E11	2021-05-14	649
F1S1R1D2B1P4B03	2021-05-14	43
F1S1R1D2B1P3B11	2021-05-14	708
F1S1R1D2B1P3F11	2021-05-14	649
F1S1R1D2B1P3E07	2021-05-14	-
F1S1R1D2B1P3A01	2021-05-14	-
F1S1R1D2B1P3A04	2021-05-14	700
F1S1R1D2B1P3G10	2021-05-14	127
F1S1R1D2B1P3E02	2021-05-14	43
F1S1R1D2B1P3E09	2021-05-14	43
F1S1R1D2B1P3C07	2021-05-14	88
F1S1R1D2B1P4A02	2021-05-15	24
F1S1R1D2B1P4G02	2021-05-15	86
F1S1R1D2B1P4F03	2021-05-15	4
SH010621x2x53	2021-05-15	1
SH010621x2x33	2021-05-15	32
F1S1R1D2B1P4G04	2021-05-15	4
F1S1R1D2B1P4E02	2021-05-15	36
F1S1R1D2B1P4A08	2021-05-15	73
F1S1R1D2B1P3G09	2021-05-15	506
F1S1R1D2B1P4C02	2021-05-15	-
SH010621x2x29	2021-05-15	3
F1S1R1D2B1P4C03	2021-05-16	-
SH010621x2x56	2021-05-16	-
SH010621x2x18	2021-05-16	3
SH010621x2x15	2021-05-16	1
F1S1R1D2B1P4D03	2021-05-16	10
F1S1R1D2B1P4D05	2021-05-16	375
SH010621x2x34	2021-05-16	43
F1S1R1D2B1P4A05	2021-05-16	73
F1S1R1D2B1P4D06	2021-05-16	43
F1S1R1D2B1P4A07	2021-05-16	4
SH010621x2x64	2021-05-16	43
SH010621x2x47	2021-05-16	22
SH010621x2x28	2021-05-16	636
F1S1R1D2B1P5E02	2021-05-17	48
F1S1R1D2B1P5B07	2021-05-17	73
F1S1R1D2B1P4G06	2021-05-17	43
F1S1R1D2B1P5A04	2021-05-17	999
F1S1R1D2B1P5A01	2021-05-17	862
F1S1R1D2B1P4F05	2021-05-17	-
F1S1R1D2B1P4G11	2021-05-17	-
F1S1R1D2B1P5D07	2021-05-17	4
F1S1R1D2B1P4G10	2021-05-17	490
F1S1R1D2B1P4G07	2021-05-17	-
SH010621x2x37	2021-05-17	8
F1S1R1D2B1P5D02	2021-05-17	-
SH010621x2x41	2021-05-17	3
F1S1R1D2B1P5F02	2021-05-17	1
SH010621x2x52	2021-05-17	305
SH010621x2x58	2021-05-17	21
SH010621x2x50	2021-05-17	52
SH010621x2x48	2021-05-17	4
SH010621x2x59	2021-05-17	1087
SH010621x2x60	2021-05-17	-
F1S1R1D2B1P5E06	2021-05-17	39
SH010621x2x43	2021-05-17	400
F1S1R1D2B1P4D12	2021-05-17	1122
SH010621x2x55	2021-05-17	21
F1S1R1D2B1P4C10	2021-05-17	39
F1S1R1D2B1P4C05	2021-05-17	4
F1S1R1D2B1P4A06	2021-05-17	-
F1S1R1D2B2P1D02	2021-05-17	74
SH010621x2x86	2021-05-17	9
F1S1R1D2B1P5H02	2021-05-17	74
F1S1R1D2B1P5H01	2021-05-17	-
F1S1R1D2B1P5G10	2021-05-17	87
F1S1R1D2B1P5G02	2021-05-17	4
F1S1R1D2B1P5F10	2021-05-17	87
SH010621x2x57	2021-05-17	34
SH010621x2x63	2021-05-18	66
SH010621x2x62	2021-05-18	26
SH010621x2x74	2021-05-18	661
SH010621x2x73	2021-05-18	6
F1S1R1D2B1P4E12	2021-05-18	4
SH010621x2x45	2021-05-18	51
SH010621x2x44	2021-05-18	512
F1S1R1D2B1P4D10	2021-05-18	43
F1S1R1D2B1P4D08	2021-05-18	43
F1S1R1D2B1P4C08	2021-05-18	43
F1S1R1D2B1P4B10	2021-05-18	43
SH010621x2x42	2021-05-18	862
SH010621x2x51	2021-05-18	-
SH010621x2x38	2021-05-18	3
F1S1R1D2B1P4F11	2021-05-18	4
F1S1R1D2B1P5F05	2021-05-18	53
F1S1R1D2B1P5D06	2021-05-18	-
F1S1R1D2B1P5D03	2021-05-18	205
F1S1R1D2B1P5C12	2021-05-18	53
F1S1R1D2B1P5E05	2021-05-18	53
F1S1R1D2B1P5E07	2021-05-18	-
F1S1R1D2B1P5C01	2021-05-18	43
F1S1R1D2B1P5F03	2021-05-18	36
F1S1R1D2B1P5B06	2021-05-18	7
F1S1R1D2B1P5F07	2021-05-18	-
F1S1R1D2B1P5D12	2021-05-18	722
F1S1R1D2B1P5G07	2021-05-18	323
F1S1R1D2B1P4G12	2021-05-18	32
F1S1R1D2B1P4F12	2021-05-18	48
F1S1R1D2B1P5H07	2021-05-18	323
F1S1R1D2B1P5F09	2021-05-18	1
F1S1R1D2B1P5G01	2021-05-19	-
F1S1R1D2B1P5E03	2021-05-19	87
F1S1R1D2B1P5G03	2021-05-19	24
F1S1R1D2B1P5F01	2021-05-19	2
F1S1R1D2B1P5H03	2021-05-19	2
F1S1R1D2B1P5E09	2021-05-19	4
F1S1R1D2B2P1C02	2021-05-19	43
F1S1R1D2B2P1A05	2021-05-19	17
SH030621x2x30_A00559	2021-05-19	837
F1S1R1D2B1P5E01	2021-05-19	4
SH010621x2x83	2021-05-19	3
SH010621x2x65	2021-05-19	-
F1S1R1D2B1P5C08	2021-05-19	43
SH010621x2x66	2021-05-19	82
SH010621x2x77	2021-05-19	8
F1S1R1D2B1P5B10	2021-05-19	722
F1S1R1D2B1P5B05	2021-05-19	1095
F1S1R1D2B2P1A01	2021-05-19	722
F1S1R1D2B1P5A10	2021-05-19	375
F1S1R1D2B1P5B04	2021-05-19	-
F1S1R1D2B2P1G02	2021-05-20	22
F1S1R1D2B2P2H04	2021-05-20	479
SH030621x2x26_A00559	2021-05-20	-
F1S1R1D2B2P1C05	2021-05-20	17
SH030621x2x24_A00559	2021-05-20	53
SH030621x2x17_A00559	2021-05-20	837
F1S1R1D2B2P1E01	2021-05-20	708
SH010621x2x85	2021-05-20	32
SH010621x2x96	2021-05-20	36
F1S1R1D2B2P1E02	2021-05-20	22
F1S1R1D2B2P1F01	2021-05-20	708
F1S1R1D2B2P1H01	2021-05-20	31
F1S1R1D2B2P1F02	2021-05-20	22
F1S1R1D2B2P1G01	2021-05-20	2
SH030621x2x27_A00559	2021-05-20	2
F1S1R1D2B2P1A03	2021-05-20	36
F1S1R1D2B2P1D01	2021-05-20	48
F1S1R1D2B1P5H06	2021-05-20	1
F1S1R1D2B1P5C05	2021-05-20	43
F1S1R1D2B1P5A07	2021-05-20	53
F1S1R1D2B1P5H05	2021-05-20	43
F1S1R1D2B1P5H04	2021-05-20	732
F1S1R1D2B2P1A02	2021-05-20	4
SH010621x2x84	2021-05-20	-
F1S1R1D2B1P5F12	2021-05-20	36
SH010621x2x79	2021-05-20	837
F1S1R1D2B1P5E10	2021-05-20	702
F1S1R1D2B1P5B08	2021-05-20	732
F1S1R1D2B2P1G06	2021-05-21	24
F1S1R1D2B2P1G11	2021-05-21	7
F1S1R1D2B2P1H06	2021-05-21	24
F1S1R1D2B2P2G06	2021-05-21	519
SH010621x2x90	2021-05-21	908
SH010621x2x92	2021-05-21	-
F1S1R1D2B2P1G03	2021-05-21	8
SH010621x2x81	2021-05-21	24
F1S1R1D2B2P2D03	2021-05-21	44
SH030621x2x22_A00559	2021-05-21	455
SH030621x2x23_A00559	2021-05-21	-
SH030621x2x25_A00559	2021-05-21	732
SH010621x2x75	2021-05-21	3
SH030621x2x44_A00559	2021-05-21	-
SH010621x2x94	2021-05-21	-
F1S1R1D2B1P5D10	2021-05-21	7
F1S1R1D2B2P1H03	2021-05-21	1
F1S1R1D2B1P5G11	2021-05-21	3
F1S1R1D2B2P2H03	2021-05-21	519
F1S1R1D2B2P1B09	2021-05-21	519
F1S1R1D2B2P1E03	2021-05-21	86
F1S1R1D2B2P1E07	2021-05-21	3
F1S1R1D2B2P1E05	2021-05-21	741
F1S1R1D2B2P1B01	2021-05-21	741
F1S1R1D2B2P1F03	2021-05-21	355
F1S1R1D2B1P5E11	2021-05-21	64
F1S1R1D2B1P5F11	2021-05-21	506
F1S1R1D2B2P1A12	2021-05-21	-
SH030621x2x20_A00559	2021-05-22	129
SH010621x2x93	2021-05-22	22
SH030621x2x19_A00559	2021-05-22	1
SH010621x2x91	2021-05-22	4
SH010621x2x95	2021-05-22	1
F1S1R1D2B2P2B02	2021-05-22	6
F1S1R1D2B2P1D07	2021-05-22	6
F1S1R1D2B2P1C07	2021-05-22	6
F1S1R1D2B2P1D12	2021-05-22	-
F1S1R1D2B2P1H07	2021-05-22	43
F1S1R1D2B2P1H05	2021-05-22	950
F1S1R1D2B2P1F07	2021-05-22	355
F1S1R1D2B2P2F03	2021-05-22	950
F1S1R1D2B2P1G05	2021-05-22	-
F1S1R1D2B2P2E01	2021-05-23	2
F1S1R1D2B2P1A06	2021-05-23	-
F1S1R1D2B2P2F02	2021-05-23	490
F1S1R1D2B2P2E02	2021-05-23	490
SH030621x2x47_A00559	2021-05-23	3
F1S1R1D2B2P2F01	2021-05-23	2
SH030621x2x32_A00559	2021-05-23	-
SH030621x2x37_A00559	2021-05-23	2
SH030621x2x49_A00559	2021-05-23	129
F1S1R1D2B2P1G08	2021-05-23	2
SH030621x2x48_A00559	2021-05-23	506
F1S1R1D2B2P1F08	2021-05-23	2
F1S1R1D2B2P1D08	2021-05-23	43
SH030621x2x31_A00559	2021-05-24	-
F1S1R1D2B2P2G01	2021-05-24	6
F1S1R1D2B2P2G02	2021-05-24	506
SH030621x2x34_A00559	2021-05-24	3
F1S1R1D2B2P2H01	2021-05-24	1
SH030621x2x36_A00559	2021-05-24	1
F1S1R1D2B2P3D01	2021-05-24	48
F1S1R1D2B2P1E06	2021-05-24	43
F1S1R1D2B2P2C05	2021-05-24	6
F1S1R1D2B2P2C03	2021-05-24	8
F1S1R1D2B2P2A02	2021-05-24	4
SH030621x2x50_A00559	2021-05-24	4
SH030621x2x46_A00559	2021-05-24	620
F1S1R1D2B2P2H05	2021-05-24	6
SH030621x2x45_A00559	2021-05-24	1
F1S1R1D2B2P2C06	2021-05-24	355
F1S1R1D2B2P2H10	2021-05-24	506
SH030621x2x33_A00559	2021-05-25	6
SH030621x2x60_A00559	2021-05-25	-
SH030621x2x38_A00559	2021-05-25	308
SH030621x2x53_A00559	2021-05-25	-
SH030621x2x42_A00559	2021-05-25	53
SH030621x2x35_A00559	2021-05-25	3
SH030621x2x39_A00559	2021-05-25	740
F1S1R1D2B2P2H02	2021-05-25	73
F1S1R1D2B2P1B12	2021-05-25	506
F1S1R1D2B2P1F06	2021-05-25	-
F1S1R1D2B2P1F12	2021-05-25	8
F1S1R1D2B2P1G07	2021-05-25	1
F1S1R1D2B2P1G12	2021-05-25	702
F1S1R1D2B2P1H12	2021-05-25	53
F1S1R1D2B2P2A03	2021-05-25	27
F1S1R1D2B2P2B03	2021-05-25	862
F1S1R1D2B2P2B06	2021-05-25	620
F1S1R1D2B2P2D06	2021-05-25	355
F1S1R1D2B2P2F04	2021-05-25	506
F1S1R1D2B2P2F10	2021-05-25	22
F1S1R1D2B2P2E03	2021-05-25	-
F1S1R1D2B2P2G04	2021-05-26	490
F1S1R1D2B2P2E04	2021-05-26	506
F1S1R1D2B2P2D08	2021-05-26	-
F1S1R1D2B2P3B06	2021-05-26	566
F1S1R1D2B2P2C08	2021-05-26	-
F1S1R1D2B2P2C07	2021-05-26	87
F1S1R1D2B2P3B01	2021-05-26	506
SH030621x2x73_A00559	2021-05-26	3
SH030621x2x72_A00559	2021-05-26	506
F1S1R1D2B2P2E08	2021-05-26	34
SH030621x2x71_A00559	2021-05-26	-
SH030621x2x69_A00559	2021-05-26	3
SH030621x2x67_A00559	2021-05-26	-
F1S1R1D2B2P2A12	2021-05-26	506
SH030621x2x59_A00559	2021-05-26	-
SH030621x2x55_A00559	2021-05-26	74
SH030621x2x54_A00559	2021-05-26	70
F1S1R1D2B2P2G07	2021-05-26	-
F1S1R1D2B2P2G09	2021-05-26	6
SH030621x2x70_A00559	2021-05-26	-
F1S1R1D2B2P2F06	2021-05-26	129
F1S1R1D2B2P2C09	2021-05-26	221
F1S1R1D2B2P3E03	2021-05-26	732
F1S1R1D2B2P2F12	2021-05-26	43
F1S1R1D2B2P3D03	2021-05-26	722
F1S1R1D2B2P2F07	2021-05-26	7
SH030621x2x83_A00559	2021-05-27	1
SH030621x2x81_A00559	2021-05-27	-
SH030621x2x82_A00559	2021-05-27	976
SH030621x2x74_A00559	2021-05-27	88
F1S1R1D2B2P2F09	2021-05-27	10
F1S1R1D2B2P4D05	2021-05-27	360
F1S1R1D2B2P2B11	2021-05-27	87
F1S1R1D2B2P2A10	2021-05-27	1
F1S1R1D2B2P2C11	2021-05-27	43
F1S1R1D2B2P4C01	2021-05-27	1
SH030621x2x80_A00559	2021-05-27	35
F1S1R1D2B2P3F08	2021-05-27	4
F1S1R1D2B2P3D07	2021-05-27	519
F1S1R1D2B2P2H08	2021-05-27	115
F1S1R1D2B2P3H02	2021-05-27	-
F1S1R1D2B2P3H03	2021-05-27	636
F1S1R1D2B2P2H12	2021-05-27	36
F1S1R1D2B2P3A05	2021-05-27	-
F1S1R1D2B2P2D09	2021-05-27	6
F1S1R1D2B2P2E12	2021-05-27	3
SH030621x2x75_A00559	2021-05-27	620
F1S1R1D2B2P3G02	2021-05-27	-
F1S1R1D2B2P3D05	2021-05-27	862
F1S1R1D2B2P2E07	2021-05-27	338
F1S1R1D2B2P3G01	2021-05-27	24
SH030621x2x66_A00559	2021-05-28	43
F1S1R1D2B2P4G04	2021-05-28	2
F1S1R1D2B2P3D10	2021-05-28	24
F1S1R1D2B2P3A06	2021-05-28	623
F1S1R1D2B2P3E04	2021-05-28	3
F1S1R1D2B2P3E05	2021-05-28	-
F1S1R1D2B2P3F01	2021-05-28	623
SH030621x2x62_A00559	2021-05-28	43
F1S1R1D2B2P3A08	2021-05-28	87
F1S1R1D2B2P3G06	2021-05-28	3
F1S1R1D2B2P4D12	2021-05-28	3
F1S1R1D2B2P3G05	2021-05-28	1
F1S1R1D2B2P3H06	2021-05-28	82
F1S1R1D2B2P3H12	2021-05-28	36
F1S1R1D2B2P3F04	2021-05-28	3
F1S1R1D2B2P3G04	2021-05-28	52
F1S1R1D2B2P2B09	2021-05-28	1
F1S1R1D2B2P3F05	2021-05-28	24
F1S1R1D2B2P3B07	2021-05-28	33
F1S1R1D2B2P4B01	2021-05-28	36
F1S1R1D2B2P3F07	2021-05-28	623
F1S1R1D2B2P3C10	2021-05-28	2
F1S1R1D2B2P3H04	2021-05-29	10
F1S1R1D2B2P3H11	2021-05-29	53
F1S1R1D2B2P3A10	2021-05-29	24
F1S1R1D2B2P3C05	2021-05-29	-
SH030621x2x79_A00559	2021-05-29	-
F1S1R1D2B2P4G10	2021-05-29	24
F1S1R1D2B2P3B05	2021-05-29	3
SH020921x1x10	2021-05-29	1
SH030621x2x85_A00559	2021-05-29	4
SH030621x2x84_A00559	2021-05-29	48
F1S1R1D2B2P3E12	2021-05-29	24
F1S1R1D2B2P4F04	2021-05-29	519
SH020921x1x9	2021-05-29	-
SH020921x1x5	2021-05-30	-
F1S1R1D2B2P4H01	2021-05-30	4
F1S1R1D2B2P4F09	2021-05-30	1
F1S1R1D2B2P3A12	2021-05-30	-
F1S1R1D2B2P4G05	2021-05-30	519
F1S1R1D2B2P4D04	2021-05-30	506
F1S1R1D2B2P4H10	2021-05-30	3
F1S1R1D2B2P4A11	2021-05-30	3
F1S1R1D2B2P4E03	2021-05-30	86
F1S1R1D2B2P4G02	2021-05-31	10
F1S1R1D2B2P5F05	2021-05-31	10
F1S1R1D2B2P3D11	2021-05-31	3
F1S1R1D2B2P4C09	2021-05-31	43
F1S1R1D2B2P4H02	2021-05-31	375
F1S1R1D2B2P3F11	2021-05-31	43
F1S1R1D2B2P4A04	2021-05-31	1
F1S1R1D2B2P4H03	2021-05-31	36
SH020921x1x11	2021-05-31	4
F1S1R1D2B2P4H07	2021-05-31	767
F1S1R1D2B2P4H09	2021-05-31	30
F1S1R1D2B2P4H11	2021-05-31	375
F1S1R1D2B2P4B03	2021-05-31	375
F1S1R1D2B2P4B05	2021-05-31	1115
F1S1R1D2B2P4B09	2021-05-31	43
F1S1R1D2B2P4C03	2021-05-31	4
SH020921x1x12	2021-05-31	4
SH020921x1x26	2021-05-31	17
SH020921x1x7	2021-05-31	-
F1S1R1D2B2P3C11	2021-05-31	22
F1S1R1D2B2P4A05	2021-05-31	1115
F1S1R1D2B2P3E11	2021-05-31	43
F1S1R1D2B2P4F07	2021-05-31	39
SH020921x1x15	2021-05-31	404
SH020921x1x14	2021-05-31	3
F1S1R1D2B2P4D03	2021-05-31	506
F1S1R1D2B2P4F01	2021-05-31	43
F1S1R1D2B2P4D06	2021-05-31	2
F1S1R1D2B2P3A11	2021-05-31	22
SH020921x1x13	2021-05-31	323
F1S1R1D2B2P4F10	2021-06-01	83
F1S1R1D2B2P5E04	2021-06-01	10
F1S1R1D2B2P4A12	2021-06-01	6
F1S1R1D2B2P4D10	2021-06-01	52
F1S1R1D2B2P4D07	2021-06-01	43
F1S1R1D2B2P4B08	2021-06-01	7
SH020921x1x20	2021-06-01	1
SH020921x1x18	2021-06-01	3
SH020921x1x21	2021-06-01	-
SH020921x1x25	2021-06-01	1
SH020921x1x29	2021-06-01	-
SH020921x1x30	2021-06-01	-
SH020921x1x16	2021-06-01	132
SH020921x1x31	2021-06-01	-
SH020921x1x32	2021-06-01	874
F1S1R1D2B2P4B12	2021-06-01	-
F1S1R1D2B2P4B10	2021-06-01	221
F1S1R1D2B2P4E07	2021-06-01	2
F1S1R1D2B2P4E02	2021-06-01	1
F1S1R1D2B2P4G11	2021-06-01	7
F1S1R1D2B2P4C10	2021-06-01	7
F1S1R1D2B2P5H04	2021-06-01	-
F1S1R1D2B2P4F02	2021-06-01	10
F1S1R1D2B2P4D02	2021-06-01	7
F1S1R1D2B2P4F11	2021-06-01	129
F1S1R1D2B2P4G01	2021-06-01	2
F1S1R1D2B2P4C04	2021-06-01	722
F1S1R1D2B2P5F02	2021-06-02	35
F1S1R1D2B2P5B02	2021-06-02	404
F1S1R1D2B2P5G02	2021-06-02	1
SH020921x1x28	2021-06-02	4
SH020921x1x27	2021-06-02	-
F1S1R1D2B2P5B03	2021-06-02	74
F1S1R1D2B2P4G08	2021-06-02	4
F1S1R1D2B2P5E02	2021-06-02	29
F1S1R1D2B2P5D05	2021-06-02	767
F1S1R1D2B2P4C11	2021-06-02	1
F1S1R1D2B2P4E11	2021-06-02	490
F1S1R1D2B2P5B07	2021-06-02	46
F1S1R1D2B2P5H01	2021-06-02	645
F1S1R1D2B2P5A02	2021-06-02	1
F1S1R1D2B2P5D02	2021-06-02	-
F1S1R1D2B2P5H05	2021-06-02	4
F1S1R1D2B2P4D11	2021-06-02	24
F1S1R1D2B2P5H06	2021-06-02	51
F1S1R1D2B2P5H08	2021-06-02	-
F1S1R1D2B2P5C04	2021-06-02	506
F1S1R1D2B2P5C05	2021-06-02	466
F1S1R1D2B2P4B11	2021-06-02	24
F1S1R1D2B2P4G12	2021-06-03	43
SH020921x1x47	2021-06-03	809
F1S1R1D2B2P5A03	2021-06-03	43
SH020921x1x50	2021-06-03	6
SH020921x1x46	2021-06-03	254
F1S1R1D2B2P5B01	2021-06-03	43
F1S1R1D2B2P5F01	2021-06-03	32
F1S1R1D2B2P5D06	2021-06-03	32
F1S1R1D2B2P5D04	2021-06-03	-
F1S1R1D2B2P5C03	2021-06-03	4
F1S1R1D2B2P5C02	2021-06-03	43
F1S1R1D2B2P5G06	2021-06-03	-
F1S1R1D2B2P5F07	2021-06-03	10
F1S1R1D2B2P5G01	2021-06-03	375
F1S1R1D2B2P5G07	2021-06-03	-
F1S1R1D2B3P1B02	2021-06-04	471
F1S1R1D2B2P5D11	2021-06-04	33
SH020921x1x45	2021-06-04	404
F1S1R1D2B2P5E07	2021-06-04	623
F1S1R1D2B2P5A04	2021-06-04	78
F1S1R1D2B2P5A09	2021-06-04	-
F1S1R1D2B2P5E03	2021-06-04	24
F1S1R1D2B2P5F03	2021-06-04	506
F1S1R1D2B2P5H03	2021-06-04	2
F1S1R1D2B2P5G03	2021-06-04	-
SH020921x1x61	2021-06-04	3
F1S1R1D2B2P5C09	2021-06-04	567
SH020921x1x43	2021-06-04	33
F1S1R1D2B2P5C07	2021-06-04	43
SH020921x1x56	2021-06-04	661
SH020921x1x53	2021-06-04	33
F1S1R1D2B2P5B10	2021-06-04	-
F1S1R1D2B2P5B08	2021-06-04	43
SH020921x1x49	2021-06-04	3
F1S1R1D2B2P5B04	2021-06-04	658
SH020921x1x44	2021-06-04	2
F1S1R1D2B2P5D07	2021-06-04	43
F1S1R1D2B2P5E11	2021-06-05	221
F1S1R1D2B2P5F10	2021-06-05	6
F1S1R1D2B2P5F11	2021-06-05	338
F1S1R1D2B2P5D09	2021-06-05	950
F1S1R1D2B3P1C12	2021-06-05	732
F1S1R1D2B2P5H12	2021-06-05	862
F1S1R1D2B3P1A01	2021-06-05	-
F1S1R1D2B2P5A11	2021-06-05	26
F1S1R1D2B3P1B01	2021-06-05	221
F1S1R1D2B3P1B06	2021-06-05	1115
F1S1R1D2B3P1C06	2021-06-05	1115
F1S1R1D2B3P1E02	2021-06-05	1115
F1S1R1D2B2P5G11	2021-06-05	700
SH020921x1x60	2021-06-05	1
SH020921x1x54	2021-06-05	506
F1S1R1D2B3P1F04	2021-06-06	4
F1S1R1D2B3P1G04	2021-06-06	4
F1S1R1D2B2P5B09	2021-06-06	-
F1S1R1D2B3P1F02	2021-06-06	-
F1S1R1D2B2P5B11	2021-06-06	3
F1S1R1D2B2P5B12	2021-06-06	4
F1S1R1D2B3P1F08	2021-06-06	700
SH020921x1x59	2021-06-06	2
F1S1R1D2B2P5C08	2021-06-06	-
F1S1R1D2B3P1E08	2021-06-06	3
F1S1R1D2B3P1B07	2021-06-06	-
F1S1R1D2B3P1B03	2021-06-06	-
SH020921x1x64	2021-06-07	3
SH020921x1x70	2021-06-07	2
SH020921x1x57	2021-06-07	4
SH020921x1x62	2021-06-07	129
SH020921x1x77	2021-06-07	-
F1S1R1D2B3P1F07	2021-06-07	21
F1S1R1D2B3P1G12	2021-06-07	-
F1S1R1D2B3P1G05	2021-06-07	66
F1S1R1D2B3P1F10	2021-06-07	471
F1S1R1D2B3P1E04	2021-06-07	73
F1S1R1D2B3P1E01	2021-06-07	73
F1S1R1D2B3P1D07	2021-06-07	-
F1S1R1D2B3P1D02	2021-06-07	43
F1S1R1D2B3P1D01	2021-06-07	36
F1S1R1D2B3P1C07	2021-06-07	-
F1S1R1D2B3P1C05	2021-06-07	1
F1S1R1D2B3P1C02	2021-06-07	722
F1S1R1D2B3P1B05	2021-06-07	48
F1S1R1D2B3P1A09	2021-06-07	43
F1S1R1D2B3P1A07	2021-06-07	-
F1S1R1D2B2P5H11	2021-06-07	43
F1S1R1D2B2P5H10	2021-06-07	6
F1S1R1D2B2P5G10	2021-06-07	10
F1S1R1D2B2P5F12	2021-06-07	-
F1S1R1D2B2P5E10	2021-06-07	-
F1S1R1D2B2P5D10	2021-06-07	10
F1S1R1D2B2P5C10	2021-06-07	466
F1S1R1D2B3P1H04	2021-06-07	6
F1S1R1D2B3P1H06	2021-06-07	404
F1S1R1D2B3P1G02	2021-06-07	87
F1S1R1D2B3P2E06	2021-06-07	53
F1S1R1D2B3P2E05	2021-06-07	43
F1S1R1D2B3P1H11	2021-06-07	477
F1S1R1D2B2P5A12	2021-06-07	620
F1S1R1D2B3P1H09	2021-06-08	2
SH020921x1x73	2021-06-08	1
F1S1R1D2B3P1B11	2021-06-08	3
F1S1R1D2B3P2H10	2021-06-08	24
F1S1R1D2B3P1A11	2021-06-08	3
SH020921x1x75	2021-06-08	86
F1S1R1D2B3P2C05	2021-06-08	35
F1S1R1D2B3P2C06	2021-06-08	1
F1S1R1D2B3P2C09	2021-06-08	36
F1S1R1D2B3P2H03	2021-06-08	10
F1S1R1D2B3P2D01	2021-06-08	4
F1S1R1D2B3P2C01	2021-06-08	3
SH020921x1x93	2021-06-08	43
F1S1R1D2B3P1C09	2021-06-08	399
SH020921x1x68	2021-06-08	4
F1S1R1D2B3P1F09	2021-06-08	52
F1S1R1D2B3P2G03	2021-06-08	404
F1S1R1D2B3P1F05	2021-06-08	-
SH020921x1x71	2021-06-08	74
F1S1R1D2B3P1E09	2021-06-08	3
F1S1R1D2B3P2A01	2021-06-08	-
F1S1R1D2B3P1H12	2021-06-08	658
F1S1R1D2B3P1G09	2021-06-08	52
F1S1R1D2B3P1D10	2021-06-08	43
SH020921x1x69	2021-06-08	-
F1S1R1D2B3P1D04	2021-06-08	43
F1S1R1D2B3P2A04	2021-06-08	10
F1S1R1D2B3P1H10	2021-06-08	33
SH020921x2x12	2021-06-09	506
SH020921x2x13	2021-06-09	1
SH020921x1x92	2021-06-09	-
SH020921x1x90	2021-06-09	73
SH020921x1x96	2021-06-09	-
SH020921x1x72	2021-06-09	32
SH020921x1x87	2021-06-09	43
SH020921x1x89	2021-06-09	43
SH020921x1x74	2021-06-09	594
F1S1R1D2B3P2H05	2021-06-09	43
F1S1R1D2B3P1E12	2021-06-09	51
F1S1R1D2B3P2G11	2021-06-09	10
F1S1R1D2B3P3B02	2021-06-09	26
F1S1R1D2B3P2A08	2021-06-09	1088
F1S1R1D2B3P2A11	2021-06-09	4
F1S1R1D2B3P3B05	2021-06-09	-
F1S1R1D2B3P2B08	2021-06-09	32
F1S1R1D2B3P3C02	2021-06-09	26
F1S1R1D2B3P2G05	2021-06-09	506
F1S1R1D2B3P2F11	2021-06-09	74
F1S1R1D2B3P1H08	2021-06-09	53
F1S1R1D2B3P2F05	2021-06-09	506
F1S1R1D2B3P2A03	2021-06-09	-
F1S1R1D2B3P2E11	2021-06-09	2
F1S1R1D2B3P2H07	2021-06-09	2
F1S1R1D2B3P1A10	2021-06-09	3
F1S1R1D2B3P2E08	2021-06-09	404
F1S1R1D2B3P2E03	2021-06-09	4
F1S1R1D2B3P2D11	2021-06-09	2
F1S1R1D2B3P3G01	2021-06-09	-
F1S1R1D2B3P2D07	2021-06-09	3
F1S1R1D2B3P1C11	2021-06-09	3
F1S1R1D2B3P2E10	2021-06-09	26
F1S1R1D2B3P1B10	2021-06-09	43
F1S1R1D2B3P2C08	2021-06-09	22
F1S1R1D2B3P2C07	2021-06-09	132
F1S1R1D2B3P1C10	2021-06-09	9
F1S1R1D2B3P2H08	2021-06-10	70
F1S1R1D2B3P3H02	2021-06-10	43
SH020921x1x91	2021-06-10	3
SH020921x1x86	2021-06-10	1
F1S1R1D2B3P2B10	2021-06-10	32
F1S1R1D2B3P3A02	2021-06-10	4
SH020921x2x29	2021-06-10	623
F1S1R1D2B3P2B02	2021-06-10	-
F1S1R1D2B3P2G10	2021-06-10	43
